Player,90s,Goals,Shots,PKs,npxG,npG,Born,Age
Kiril Despodov (1996),1.3,0.0,0.0,0.0,0.0,0.0,1996.0,25.0
Klaas-Jan Huntelaar (1983),6.5,2.0,12.0,0.0,2.5,2.0,1983.0,38.0
Klaus Gjasula (1989),25.3,2.0,14.0,0.0,1.1,2.0,1989.0,32.0
Klauss (1997),0.6,0.0,1.0,0.0,0.1,0.0,1997.0,24.0
Koba Koindredi (2001),1.5999999999999999,0.0,1.0,0.0,0.0,0.0,2001.0,20.0
Koffi Djidji (1992),82.7,1.0,23.0,0.0,1.1,1.0,1992.0,29.0
Koke (1992),137.9,12.0,97.0,0.0,9.0,12.0,1992.0,29.0
Kolbeinn Sigþórsson (1990),0.3,0.0,1.0,0.0,0.1,0.0,1990.0,31.0
Konrad De La Fuente (2001),8.7,0.0,15.0,0.0,1.0,0.0,2001.0,20.0
Konrad Laimer (1997),65.0,4.0,38.0,0.0,4.4,4.0,1997.0,24.0
Konstantin Rausch (1990),10.3,0.0,12.0,0.0,0.5,0.0,1990.0,31.0
Konstantinos Mavropanos (1997),34.6,4.0,31.0,0.0,2.5999999999999996,4.0,1997.0,24.0
Koo Ja-cheol (1989),40.9,4.0,52.0,0.0,5.6,4.0,1989.0,32.0
Koray Günter (1994),73.49999999999999,0.0,19.0,0.0,1.3,0.0,1994.0,27.0
Kortney Hause (1995),28.1,3.0,26.0,0.0,3.4000000000000004,3.0,1995.0,26.0
Kostas Manolas (1991),105.0,7.0,48.0,0.0,4.9,7.0,1991.0,30.0
Kostas Mitroglou (1988),16.200000000000003,12.0,62.0,0.0,13.299999999999999,12.0,1988.0,33.0
Kostas Stafylidis (1993),27.099999999999998,1.0,31.0,0.0,0.7999999999999999,1.0,1993.0,28.0
Kostas Tsimikas (1996),6.5,0.0,4.0,0.0,0.2,0.0,1996.0,25.0
Kouadio Koné (2001),21.2,0.0,20.0,0.0,0.6000000000000001,0.0,2001.0,20.0
Kouadio-Yves Dabila (1997),19.2,0.0,2.0,0.0,0.0,0.0,1997.0,24.0
Krepin Diatta (1999),7.5,2.0,6.0,0.0,0.7,2.0,1999.0,22.0
Kristijan Jakić (1997),9.9,1.0,15.0,0.0,1.4,1.0,1997.0,24.0
Kristjan Asllani (2002),1.0,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Kristoffer Ajer (1998),6.3,0.0,2.0,0.0,0.2,0.0,1998.0,23.0
Kristoffer Askildsen (2001),9.100000000000001,1.0,9.0,0.0,0.3,1.0,2001.0,20.0
Krisztofer Horváth (2002),0.5,0.0,1.0,0.0,0.0,0.0,2002.0,19.0
Krzysztof Piątek (1995),78.2,38.0,233.0,7.0,28.7,31.0,1995.0,26.0
Kuki (1998),0.3,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
Kurt Zouma (1994),120.4,9.0,84.0,0.0,5.4,9.0,1994.0,27.0
Kwadwo Asamoah (1988),56.699999999999996,0.0,22.0,0.0,0.6000000000000001,0.0,1988.0,33.0
Kwasi Okyere Wriedt (1994),0.5,0.0,2.0,0.0,0.3,0.0,1994.0,27.0
Kwon Chang-hoon (1994),44.0,15.0,108.0,0.0,12.5,15.0,1994.0,27.0
Kyle Bartley (1991),31.3,3.0,16.0,0.0,2.2,3.0,1991.0,30.0
Kyle Edwards (1998),1.3,0.0,2.0,0.0,0.1,0.0,1998.0,23.0
Kyle Naughton (1988),33.7,0.0,12.0,0.0,0.3,0.0,1988.0,33.0
Kyle Walker (1990),121.5,3.0,62.0,0.0,3.0,3.0,1990.0,31.0
Kyle Walker-Peters (1997),59.2,0.0,32.0,0.0,1.8000000000000003,0.0,1997.0,24.0
Kylian Mbappé (1998),110.1,100.0,456.0,9.0,87.60000000000001,91.0,1998.0,23.0
Kyriakos Papadopoulos (1992),29.0,1.0,27.0,0.0,1.5,1.0,1992.0,29.0
Kévin Bérigaud (1988),3.0,0.0,4.0,0.0,0.7,0.0,1988.0,33.0
Kévin Gameiro (1987),71.1,27.0,108.0,3.0,23.299999999999997,24.0,1987.0,34.0
Kévin Malcuit (1991),47.8,0.0,27.0,0.0,1.0,0.0,1991.0,30.0
Kévin Mayi (1993),0.0,0.0,0.0,0.0,0.0,0.0,1993.0,28.0
Kévin Monnet-Paquet (1988),42.400000000000006,3.0,53.0,0.0,5.9,3.0,1988.0,33.0
Kévin N'Doram (1996),39.3,0.0,17.0,0.0,1.3,0.0,1996.0,25.0
Kévin Rimane (1991),0.1,0.0,0.0,0.0,0.0,0.0,1991.0,30.0
Kévin Rodrigues (1994),58.599999999999994,3.0,48.0,0.0,2.2,3.0,1994.0,27.0
Kévin Soni (1998),1.1,0.0,4.0,0.0,0.2,0.0,1998.0,23.0
Kévin Théophile-Catherine (1989),24.1,0.0,4.0,0.0,0.5,0.0,1989.0,32.0
Kévin Zohi (1996),17.7,4.0,48.0,0.0,4.3,4.0,1996.0,25.0
Lacina Traoré (1990),8.7,0.0,11.0,0.0,1.8,0.0,1990.0,31.0
Ladislav Krejčí (1992),27.9,1.0,15.0,0.0,1.3,1.0,1992.0,29.0
Lago Junior (1990),26.3,4.0,44.0,3.0,3.3,1.0,1990.0,31.0
Lamine Fomba (1998),39.5,1.0,38.0,0.0,3.5,1.0,1998.0,23.0
Lamine Ghezali (1999),0.5,1.0,1.0,0.0,0.4,1.0,1999.0,22.0
Lamine Gueye (1998),22.4,3.0,57.0,0.0,6.5,3.0,1998.0,23.0
Lamine Koné (1989),51.9,3.0,24.0,0.0,1.9,3.0,1989.0,32.0
Lamine Sané (1987),8.7,1.0,4.0,0.0,0.2,1.0,1987.0,34.0
Landry Dimata (1997),14.6,0.0,19.0,0.0,1.9,0.0,1997.0,24.0
Larra (1997),2.8,0.0,3.0,0.0,0.1,0.0,1997.0,24.0
Lars Bender (1989),58.5,6.0,61.0,1.0,3.8,5.0,1989.0,32.0
Lars Lukas Mai (2000),2.0,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Lars Stindl (1988),98.2,34.0,213.0,8.0,23.4,26.0,1988.0,33.0
Lassana Coulibaly (1996),39.5,2.0,37.0,0.0,2.2,2.0,1996.0,25.0
Lassana Diarra (1985),8.5,0.0,0.0,0.0,0.0,0.0,1985.0,36.0
Lasse Günther (2003),0.1,0.0,0.0,0.0,0.0,0.0,2003.0,18.0
Lasse Schöne (1986),27.0,2.0,34.0,0.0,2.2,2.0,1986.0,35.0
Lasse Sobiech (1991),1.0,0.0,0.0,0.0,0.0,0.0,1991.0,30.0
Lasse Sørensen (1999),0.8,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Laurens Serpe (2001),0.5,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Laurent Abergel (1993),50.5,3.0,46.0,0.0,2.9000000000000004,3.0,1993.0,28.0
Laurent Ciman (1985),8.0,0.0,8.0,0.0,0.3,0.0,1985.0,36.0
Laurent Depoitre (1988),32.1,6.0,59.0,0.0,7.9,6.0,1988.0,33.0
Laurent Jans (1992),17.5,0.0,8.0,0.0,0.2,0.0,1992.0,29.0
Laurent Koscielny (1985),98.8,5.0,24.0,0.0,5.0,5.0,1985.0,36.0
Lautaro Martínez (1997),83.30000000000001,48.0,338.0,8.0,41.800000000000004,40.0,1997.0,24.0
Lautaro Valenti (1999),5.5,0.0,4.0,0.0,0.1,0.0,1999.0,22.0
Lauti (2001),0.2,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Layvin Kurzawa (1992),53.8,5.0,45.0,0.0,4.6,5.0,1992.0,29.0
Lazar Marković (1994),0.5,0.0,0.0,0.0,0.0,0.0,1994.0,27.0
Lazar Samardzic (2002),4.300000000000001,1.0,8.0,0.0,0.5,1.0,2002.0,19.0
Leander Dendoncker (1995),83.0,7.0,75.0,0.0,8.0,7.0,1995.0,26.0
Leandro Bacuna (1991),6.2,0.0,5.0,0.0,0.1,0.0,1991.0,30.0
Leandro Barreiro Martins (2000),49.5,2.0,57.0,0.0,4.800000000000001,2.0,2000.0,21.0
Leandro Cabrera (1991),97.1,5.0,44.0,0.0,4.1000000000000005,5.0,1991.0,30.0
Leandro Castán (1986),12.7,0.0,3.0,0.0,0.3,0.0,1986.0,35.0
Leandro Paredes (1994),41.5,1.0,59.0,0.0,1.7999999999999998,1.0,1994.0,27.0
Leandro Trossard (1994),68.3,14.0,143.0,1.0,12.6,13.0,1994.0,27.0
Lebo Mothiba (1996),47.199999999999996,18.0,82.0,1.0,16.6,17.0,1996.0,25.0
Lebogang Phiri (1994),32.9,0.0,17.0,0.0,1.0,0.0,1994.0,27.0
Ledian Memushaj (1986),14.0,0.0,18.0,0.0,0.9,0.0,1986.0,35.0
Lee Chung-yong (1988),1.5,0.0,1.0,0.0,0.0,0.0,1988.0,33.0
Lee Jae-sung (1992),10.2,3.0,13.0,0.0,2.0,3.0,1992.0,29.0
Lee Kangin (2001),30.400000000000002,3.0,64.0,0.0,2.7,3.0,2001.0,20.0
Lee Peltier (1986),19.7,0.0,1.0,0.0,0.1,0.0,1986.0,35.0
Lee Seung-woo (1998),4.0,1.0,11.0,0.0,0.6,1.0,1998.0,23.0
Leif Davis (2000),0.4,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Leighton Baines (1984),29.9,2.0,8.0,2.0,0.5,0.0,1984.0,37.0
Lemouya Goudiaby (1997),0.9,0.0,0.0,0.0,0.0,0.0,1997.0,24.0
Lennard Maloney (1999),0.0,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Lennart-Marten Czyborra (1999),14.7,1.0,5.0,0.0,0.3,1.0,1999.0,22.0
Lenny Joseph (2000),0.7,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Lenny Pintor (2000),0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Leo Dubois (1994),114.80000000000001,6.0,90.0,0.0,4.300000000000001,6.0,1994.0,27.0
Leo Skiri Østigård (1999),1.0,0.0,1.0,0.0,0.0,0.0,1999.0,22.0
Leo Štulac (1994),22.8,1.0,26.0,0.0,0.8999999999999999,1.0,1994.0,27.0
Leon Bailey (1997),86.5,29.0,235.0,0.0,24.599999999999998,29.0,1997.0,24.0
Leon Balogun (1988),19.6,1.0,6.0,0.0,0.5,1.0,1988.0,33.0
Leon Britton (1982),3.4,0.0,0.0,0.0,0.0,0.0,1982.0,39.0
Leon Clarke (1985),0.4,0.0,1.0,0.0,0.3,0.0,1985.0,36.0
Leon Dajaku (2001),0.8,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Leon Goretzka (1995),90.1,25.0,209.0,1.0,22.6,24.0,1995.0,26.0
Leonardo Balerdi (1999),28.4,2.0,14.0,0.0,1.9000000000000001,2.0,1999.0,22.0
Leonardo Bittencourt (1993),67.6,14.0,140.0,1.0,13.0,13.0,1993.0,28.0
Leonardo Bonucci (1987),133.5,13.0,89.0,3.0,11.600000000000001,10.0,1987.0,34.0
Leonardo Capezzi (1995),12.9,0.0,13.0,0.0,0.5,0.0,1995.0,26.0
Leonardo Koutris (1995),1.0,0.0,0.0,0.0,0.0,0.0,1995.0,26.0
Leonardo Mancuso (1992),4.7,1.0,12.0,0.0,2.2,1.0,1992.0,29.0
Leonardo Morosini (1995),0.3,0.0,0.0,0.0,0.0,0.0,1995.0,26.0
Leonardo Pavoletti (1988),86.8,34.0,239.0,0.0,32.8,34.0,1988.0,33.0
Leonardo Sernicola (1997),0.1,0.0,0.0,0.0,0.0,0.0,1997.0,24.0
Leonardo Spinazzola (1993),64.2,3.0,54.0,0.0,4.199999999999999,3.0,1993.0,28.0
Leonardo Suárez (1996),6.0,2.0,11.0,0.0,1.9,2.0,1996.0,25.0
Leonardo Ulloa (1986),3.2,1.0,3.0,0.0,0.4,1.0,1986.0,35.0
Leroy Fer (1990),15.5,1.0,12.0,0.0,1.4,1.0,1990.0,31.0
Leroy Sané (1996),80.1,31.0,227.0,0.0,23.999999999999996,31.0,1996.0,25.0
Levan Mchedlidze (1990),2.3,0.0,4.0,0.0,0.2,0.0,1990.0,31.0
Levent Mercan (2000),0.9,0.0,1.0,0.0,0.0,0.0,2000.0,21.0
Levi Lumeka (1998),1.0,0.0,1.0,0.0,0.1,0.0,1998.0,23.0
Levin Öztunalı (1996),61.8,5.0,88.0,0.0,5.1,5.0,1996.0,25.0
Lewis Baker (1995),6.1,0.0,12.0,0.0,0.4,0.0,1995.0,26.0
Lewis Cook (1997),47.9,0.0,30.0,0.0,0.9,0.0,1997.0,24.0
Lewis Dobbin (2003),0.4,0.0,0.0,0.0,0.0,0.0,2003.0,18.0
Lewis Dunk (1991),155.5,11.0,116.0,0.0,10.899999999999999,11.0,1991.0,30.0
Lewis Holtby (1990),13.3,6.0,24.0,0.0,3.7,6.0,1990.0,31.0
Lewis Richardson (2003),0.0,0.0,0.0,0.0,0.0,0.0,2003.0,18.0
Liam Cooper (1991),38.5,1.0,19.0,0.0,1.5,1.0,1991.0,30.0
Liam Delap (2003),0.4,0.0,1.0,0.0,0.0,0.0,2003.0,18.0
Liam Henderson (1996),16.8,1.0,32.0,0.0,1.7,1.0,1996.0,25.0
Liam McCarron (2001),0.1,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Liam Rosenior (1984),1.8,0.0,2.0,0.0,0.1,0.0,1984.0,37.0
Lilian Brassier (1999),22.6,1.0,9.0,0.0,0.30000000000000004,1.0,1999.0,22.0
Lilian Egloff (2002),0.2,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Lilian Fournier (1998),0.2,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
Lillo (1989),2.2,0.0,1.0,0.0,0.0,0.0,1989.0,32.0
Lino Tempelmann (1999),3.4,0.0,5.0,0.0,0.2,0.0,1999.0,22.0
Linton Maina (1999),15.799999999999999,1.0,23.0,0.0,2.1,1.0,1999.0,22.0
Linus Gechter (2004),1.5,0.0,1.0,0.0,0.1,0.0,2004.0,17.0
Lionel Carole (1991),54.2,0.0,21.0,0.0,1.1,0.0,1991.0,30.0
Lionel Messi (1987),138.60000000000002,126.0,748.0,14.0,81.5,112.0,1987.0,34.0
Lisandro López (1989),0.5,0.0,0.0,0.0,0.0,0.0,1989.0,32.0
Lisandro Magallán (1993),37.5,2.0,15.0,0.0,1.7000000000000002,2.0,1993.0,28.0
Ljubomir Fejsa (1988),8.7,0.0,1.0,0.0,0.0,0.0,1988.0,33.0
Lloyd Kelly (1998),7.1,0.0,1.0,0.0,0.0,0.0,1998.0,23.0
Lluis López (1997),9.1,0.0,3.0,0.0,0.2,0.0,1997.0,24.0
Lluís Recasens (2001),0.5,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Lluís Sastre (1986),1.3,0.0,0.0,0.0,0.0,0.0,1986.0,35.0
Lois Diony (1992),54.9,12.0,98.0,1.0,13.3,11.0,1992.0,29.0
Loren Morón (1993),71.6,25.0,165.0,0.0,22.3,25.0,1993.0,28.0
Lorenco Šimić (1996),6.1,1.0,7.0,0.0,1.0,1.0,1996.0,25.0
Lorenz Assignon (2000),4.1,0.0,4.0,0.0,0.6,0.0,2000.0,21.0
Lorenzo Ariaudo (1989),18.7,0.0,5.0,0.0,0.6,0.0,1989.0,32.0
Lorenzo Colombo (2002),1.1,0.0,3.0,0.0,0.6,0.0,2002.0,19.0
Lorenzo Crisetig (1993),11.8,0.0,0.0,0.0,0.0,0.0,1993.0,28.0
Lorenzo De Silvestri (1988),122.1,12.0,96.0,0.0,11.500000000000002,12.0,1988.0,33.0
Lorenzo Del Pinto (1990),8.5,0.0,6.0,0.0,0.2,0.0,1990.0,31.0
Lorenzo Dickmann (1996),1.9,0.0,1.0,0.0,0.1,0.0,1996.0,25.0
Lorenzo Insigne (1991),133.89999999999998,49.0,596.0,18.0,44.9,31.0,1991.0,30.0
Lorenzo Pellegrini (1996),106.2,20.0,263.0,1.0,21.6,19.0,1996.0,25.0
Lorenzo Pirola (2002),0.1,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Lorenzo Tonelli (1990),56.9,3.0,33.0,0.0,2.4,3.0,1990.0,31.0
Lorenzo Venuti (1995),63.0,0.0,14.0,0.0,0.9000000000000001,0.0,1995.0,26.0
Loris Benito (1992),51.3,1.0,17.0,0.0,1.0,1.0,1992.0,29.0
Loris Mouyokolo (2001),0.2,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Losada (2001),0.1,1.0,1.0,0.0,0.0,1.0,2001.0,20.0
Louis Beyer (2000),17.6,0.0,10.0,0.0,0.8,0.0,2000.0,21.0
Louis Carnot (2001),0.1,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Louis Schaub (1994),10.7,2.0,16.0,0.0,1.2,2.0,1994.0,27.0
Loum Ndiaye (1996),14.9,1.0,16.0,0.0,1.1,1.0,1996.0,25.0
Loum Tchaouna (2003),0.5,0.0,1.0,0.0,0.2,0.0,2003.0,18.0
Lovro Majer (1998),7.1,1.0,19.0,0.0,1.7,1.0,1998.0,23.0
Loïc Bade (2000),37.9,0.0,15.0,0.0,0.7,0.0,2000.0,21.0
Loïc Bessile (1999),1.0,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Loïc Damour (1991),0.3,0.0,1.0,0.0,0.0,0.0,1991.0,30.0
Loïc Mbe Soh (2001),2.6,0.0,1.0,0.0,0.3,0.0,2001.0,20.0
Loïc Perrin (1985),76.4,1.0,32.0,0.0,2.5,1.0,1985.0,36.0
Loïc Puyo (1988),1.9,0.0,2.0,0.0,0.1,0.0,1988.0,33.0
Loïc Rémy (1987),37.7,22.0,101.0,2.0,13.900000000000002,20.0,1987.0,34.0
Loïck Landre (1992),46.1,5.0,23.0,0.0,3.4,5.0,1992.0,29.0
Luan Capanni (2000),0.1,0.0,1.0,0.0,0.0,0.0,2000.0,21.0
Luan Peres Petroni (1994),17.4,0.0,2.0,0.0,0.0,0.0,1994.0,27.0
Luc Ihorst (2000),0.1,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Luca Antei (1992),6.6,0.0,1.0,0.0,0.0,0.0,1992.0,29.0
Luca Antonelli (1987),10.0,0.0,7.0,0.0,0.8,0.0,1987.0,34.0
Luca Caldirola (1991),18.5,2.0,8.0,0.0,1.0,2.0,1991.0,30.0
Luca Ceppitelli (1989),89.7,8.0,43.0,0.0,4.0,8.0,1989.0,32.0
Luca Cigarini (1986),69.3,2.0,64.0,0.0,2.3,2.0,1986.0,35.0
Luca Falbo (2000),0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Luca Fiordilino (1996),1.5,0.0,0.0,0.0,0.0,0.0,1996.0,25.0
Luca Gagliano (2000),0.6,1.0,2.0,0.0,0.4,1.0,2000.0,21.0
Luca Garritano (1994),2.1,0.0,4.0,0.0,0.1,0.0,1994.0,27.0
Luca Horn (1998),0.1,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
Luca Kilian (1999),27.8,0.0,5.0,0.0,0.5,0.0,1999.0,22.0
Luca Mack (2000),0.1,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Luca Marrone (1990),17.6,0.0,4.0,0.0,0.3,0.0,1990.0,31.0
Luca Matarese (1998),0.2,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
Luca Mazzitelli (1995),15.0,0.0,20.0,0.0,1.9,0.0,1995.0,26.0
Luca Mora (1988),11.700000000000001,0.0,7.0,0.0,0.30000000000000004,0.0,1988.0,33.0
Luca Netz (2003),10.8,1.0,13.0,0.0,1.8,1.0,2003.0,18.0
Luca Paganini (1993),12.5,2.0,29.0,0.0,3.3,2.0,1993.0,28.0
Luca Pellegrini (1999),45.49999999999999,0.0,23.0,0.0,0.7,0.0,1999.0,22.0
Luca Ranieri (1999),16.8,1.0,9.0,0.0,0.6,1.0,1999.0,22.0
Luca Rigoni (1984),37.1,4.0,35.0,0.0,7.0,4.0,1984.0,37.0
Luca Rizzo (1992),5.4,2.0,10.0,0.0,0.4,2.0,1992.0,29.0
Luca Rossettini (1985),67.9,0.0,19.0,0.0,1.0,0.0,1985.0,36.0
Luca Sangalli (1995),15.2,1.0,18.0,0.0,1.6,1.0,1995.0,26.0
Luca Siligardi (1988),22.8,1.0,49.0,0.0,2.6,1.0,1988.0,33.0
Luca Sparandeo (1999),0.4,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Luca Stanga (2002),0.0,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Luca Tremolada (1991),0.2,0.0,0.0,0.0,0.0,0.0,1991.0,30.0
Luca Valls (1998),0.1,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
Luca Valzania (1996),10.8,2.0,20.0,0.0,1.5,2.0,1996.0,25.0
Luca Vido (1997),0.8,0.0,5.0,0.0,0.3,0.0,1997.0,24.0
Luca Vignali (1996),18.599999999999998,0.0,4.0,0.0,0.1,0.0,1996.0,25.0
Luca Waldschmidt (1996),48.5,18.0,137.0,6.0,10.9,12.0,1996.0,25.0
Luca Zanimacchia (1998),1.3,0.0,2.0,0.0,0.0,0.0,1998.0,23.0
Lucas Alario (1992),60.2,36.0,190.0,4.0,29.199999999999996,32.0,1992.0,29.0
Lucas Biglia (1986),42.7,2.0,34.0,0.0,1.3,2.0,1986.0,35.0
Lucas Boyé (1996),47.50000000000001,12.0,98.0,0.0,10.4,12.0,1996.0,25.0
Lucas Buadés (1997),1.5,0.0,0.0,0.0,0.0,0.0,1997.0,24.0
Lucas Calodat (2002),0.0,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Lucas Castro (1989),43.5,6.0,74.0,0.0,5.4,6.0,1989.0,32.0
Lucas Copado (2004),0.2,0.0,1.0,0.0,0.0,0.0,2004.0,17.0
Lucas Da Cunha (2001),5.2,0.0,13.0,0.0,1.0,0.0,2001.0,20.0
Lucas Deaux (1988),69.1,8.0,62.0,0.0,5.4,8.0,1988.0,33.0
Lucas Digne (1993),117.2,4.0,87.0,0.0,3.6999999999999997,4.0,1993.0,28.0
Lucas Douath (2003),21.6,0.0,8.0,0.0,0.8,0.0,2003.0,18.0
Lucas Evangelista (1995),8.0,1.0,13.0,0.0,0.8,1.0,1995.0,26.0
Lucas Felippe (2000),0.3,0.0,1.0,0.0,0.0,0.0,2000.0,21.0
Lucas Hernández (1996),76.4,1.0,22.0,0.0,2.7,1.0,1996.0,25.0
Lucas Höler (1994),88.89999999999999,21.0,167.0,0.0,25.8,21.0,1994.0,27.0
Lucas Leiva (1987),106.9,2.0,66.0,0.0,4.300000000000001,2.0,1987.0,34.0
Lucas Lima (1991),60.2,2.0,59.0,0.0,2.9,2.0,1991.0,30.0
Lucas Martínez Quarta (1996),29.5,2.0,25.0,0.0,2.3,2.0,1996.0,25.0
Lucas Moura (1992),80.69999999999999,20.0,157.0,0.0,18.0,20.0,1992.0,29.0
Lucas Ocampos (1994),125.3,37.0,303.0,9.0,33.7,28.0,1994.0,27.0
Lucas Olaza (1994),76.8,2.0,41.0,0.0,1.8,2.0,1994.0,27.0
Lucas Paquetá (1997),61.199999999999996,17.0,154.0,1.0,19.5,16.0,1997.0,24.0
Lucas Perrin (1998),19.9,1.0,10.0,0.0,0.8,1.0,1998.0,23.0
Lucas Piazon (1994),0.9,0.0,1.0,0.0,0.1,0.0,1994.0,27.0
Lucas Pérez (1988),96.0,28.0,146.0,11.0,20.1,17.0,1988.0,33.0
Lucas Ribeiro (1999),0.7,1.0,1.0,0.0,0.5,1.0,1999.0,22.0
Lucas Torreira (1996),98.7,9.0,91.0,0.0,6.300000000000001,9.0,1996.0,25.0
Lucas Torró (1994),43.300000000000004,1.0,49.0,0.0,2.8000000000000003,1.0,1994.0,27.0
Lucas Tousart (1997),104.6,3.0,103.0,0.0,5.800000000000001,3.0,1997.0,24.0
Lucas Vázquez (1991),76.10000000000001,10.0,99.0,0.0,11.0,10.0,1991.0,30.0
Luciano Narsingh (1990),6.9,1.0,9.0,0.0,1.4,1.0,1990.0,31.0
Luciano Vietto (1993),19.9,3.0,39.0,0.0,4.7,3.0,1993.0,28.0
Lucien Agoume (2002),20.6,0.0,11.0,0.0,0.7,0.0,2002.0,19.0
Ludovic Ajorque (1994),88.8,43.0,193.0,7.0,29.499999999999996,36.0,1994.0,27.0
Ludovic Baal (1986),26.8,0.0,2.0,0.0,0.1,0.0,1986.0,35.0
Ludovic Blas (1997),115.1,26.0,245.0,3.0,19.499999999999996,23.0,1997.0,24.0
Ludwig Augustinsson (1994),98.6,2.0,68.0,0.0,3.8000000000000003,2.0,1994.0,27.0
Luigi Samele (2002),0.0,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Luigi Vitale (1987),0.5,0.0,0.0,0.0,0.0,0.0,1987.0,34.0
Luis Abram (1996),6.2,0.0,2.0,0.0,0.5,0.0,1996.0,25.0
Luis Advíncula (1990),26.5,1.0,17.0,0.0,0.9,1.0,1990.0,31.0
Luis Alberto (1992),128.79999999999998,33.0,343.0,3.0,23.4,30.0,1992.0,29.0
Luis Binks (2001),1.8,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Luis Henrique (2001),12.6,0.0,11.0,0.0,0.9,0.0,2001.0,20.0
Luis Hernández (1989),36.0,0.0,7.0,0.0,0.4,0.0,1989.0,32.0
Luis Javier Suárez (1997),36.5,9.0,93.0,0.0,11.8,9.0,1997.0,24.0
Luis Milla (1994),28.4,2.0,17.0,1.0,0.8,1.0,1994.0,27.0
Luis Muriel (1991),71.9,58.0,289.0,8.0,36.2,50.0,1991.0,30.0
Luis Perea (1997),0.2,0.0,0.0,0.0,0.0,0.0,1997.0,24.0
Luis Pérez (1995),14.4,0.0,2.0,0.0,0.1,0.0,1995.0,26.0
Luis Rioja (1993),59.900000000000006,5.0,64.0,0.0,6.3,5.0,1993.0,28.0
Luis Rojas (2002),1.2,0.0,1.0,0.0,0.0,0.0,2002.0,19.0
Luis Suárez (1987),126.2,90.0,435.0,10.0,70.1,80.0,1987.0,34.0
Luisinho (1985),36.7,1.0,20.0,0.0,0.7999999999999999,1.0,1985.0,36.0
Luismi (1992),1.9,0.0,0.0,0.0,0.0,0.0,1992.0,29.0
Luiz Araújo (1996),56.9,14.0,150.0,0.0,11.2,14.0,1996.0,25.0
Luiz Felipe (1997),77.5,2.0,25.0,0.0,1.9,2.0,1997.0,24.0
Luiz Gustavo (1987),62.7,7.0,92.0,0.0,5.8,7.0,1987.0,34.0
Luka Bogdan (1996),3.4,0.0,2.0,0.0,0.0,0.0,1996.0,25.0
Luka Jović (1997),54.1,32.0,183.0,1.0,27.700000000000003,31.0,1997.0,24.0
Luka Krajnc (1994),8.8,0.0,2.0,0.0,0.1,0.0,1994.0,27.0
Luka Milivojević (1991),132.39999999999998,26.0,133.0,20.0,6.3,6.0,1991.0,30.0
Luka Modrić (1985),115.69999999999999,12.0,164.0,0.0,11.100000000000001,12.0,1985.0,36.0
Luka Romero (2004),0.2,0.0,0.0,0.0,0.0,0.0,2004.0,17.0
Lukas Jäger (1994),0.3,0.0,0.0,0.0,0.0,0.0,1994.0,27.0
Lukas Klostermann (1996),101.7,10.0,52.0,0.0,7.2,10.0,1996.0,25.0
Lukas Klünter (1996),54.5,1.0,25.0,0.0,1.7,1.0,1996.0,25.0
Lukas Kübler (1992),52.8,1.0,22.0,0.0,1.5000000000000002,1.0,1992.0,29.0
Lukas Lerager (1993),91.7,5.0,91.0,0.0,8.100000000000001,5.0,1993.0,28.0
Lukas Mühl (1997),31.0,1.0,10.0,0.0,0.8,1.0,1997.0,24.0
Lukas Nmecha (1998),12.2,6.0,39.0,0.0,6.5,6.0,1998.0,23.0
Lukas Petkov (2000),0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Lukas Rupp (1991),30.0,3.0,35.0,0.0,4.1,3.0,1991.0,30.0
Luke Amos (1997),0.0,0.0,0.0,0.0,0.0,0.0,1997.0,24.0
